text_object,containsMention_category,weekday_category
"my daughter has been on a robin hood kick and has been chasing me around…",1,2
"rt someway somehow ill love again abbagio gioabba",1,2
"rt talent level of d members <u+> ¦ ¦ ¦ ¦ ¦ ¦ ¦ ¦ ¦ ¦ ¦ ¦…",1,2
"rt whether you’re african of african descent caribbean or indigenous we all need to unite because a shift in the world i…",1,2
"rt @speezus if we talking i’m stalking",1,2
"good night",1,2
"chats",0,2
"oh god",1,2
"rt no i can write a mean essay tho",1,2
"world cup",0,2
" sandpiperc cloudu blackg songs",0,2
"white people rly live in a little bubble like damn thats insane",0,2
"thats what needs to happen it must come back and trap all these flies that are bugging me",1,2
"its days till my birthday",0,2
"rt teamzay itsallaboutthedogs rehomehour retirement home needed for maddie please <u+><u+fef><u+fe>",1,2
"@daedaelove message me baby",1,2
"rt pretty in glasses",1,2
"lust always expires and fades",0,2
"rt <u+ff><u+fef> im voting for bts for favorite social artist at the amas twt",1,2
"rt baekhyun i’m voting for exo for favorite social artist at the amas",1,2
"that makes sense i misinterpreted sorry",1,2
"rt news i will be helping people today",1,2
"what is this rock of ages?? <u+f>",1,2
"i love it",1,2
"rt we win pennsylvania joe biden is our next president it’s that simple",1,2
" all star meal neva fails <u+faf><u+faf>",1,2
"rt melania trump said ""divisive"" democrats set a bad example for children though it was unclear if she meant the children her…",1,2
"single i fell free so dont make your life difficult make your life more enjoyable",0,2
"rt i love men",1,2
"so coooool are you giving them drugs? ",1,2
"reminds me of superms fans wanting to be called spermies <u+f>",1,2
"you have such a cute bum id give it more playful spanks and some kisses ",1,2
"it honestly ga eat me before i eat it so pls take it",1,2
"agreed religious freedom to choose which or any religion",1,2
"? not sure",0,2
"right— for a moment he forgot considering he was having fun slowly the gamer stepped forward…",1,2
"rt size the coworker your manager absolutely loves <u+f><u+fad><u+fae>",1,2
"rt happy birthday b <u+> wakawa blessings upon blessings",1,2
"you’re absolutely right about not referring to them as a militia but…",1,2
"rt ag $ worldseries contest if randy arozarena hits a hr tonight we’ll give people who retweet this a $ freeplay…",1,2
"rt it’s too late to use the mails given supreme court rulings i urge everyone to now vote in person early vote or use drop b…",1,2
"rt medical professionals on the frontlines of the coronavirus fight are answering a call of duty that comes with a price g…",1,2
"rt sometimes we just need to get away from everything for a while —rsy",1,2
"i have done a lot of research and polled our audience and it seems that our videos aren’t getting the complete amou…",0,2
"climate change worrying more australians than ever before australia institute report reveals",0,2
"rt damn trump is talking about biden being assassinated weeks into his presidency what nut is going to interpret this as an…",1,2
"<u+> top friends <u+f> dayrolcaray <u+f> <u+f> <u+fc> <u+fc> <u+fc> <u+fc> …",1,2
"arod really just said “mike federer”",0,2
"im so annoying today lmfaoo ignore my tweets please im so bored",0,2
" and thank you too <u+f> hopefully i can do another soon",1,2
"maryland is inevitable",1,2
"is that ym",1,2
"yeah like just drop something and stop teasing everything",1,2
"i used to look forward to your casts every thursday but you guys are so out of touch with whats going on these days",1,2
"thief",0,2
"@eizen i still rewatch it til this day",1,2
"rt i’ve never seen realistic pictures so i thought i’d share",1,2
"rt any finger that retweets this will receive good news this week",1,2
"yaaaaaaay that’s awesome thank you so much",1,2
"and to see them cheer the things he says like they are at a fucking football game its madn…",1,2
"rt imagina ouvir um “rio de janeiro welcome to the positions world tour” <u+fd><u+fd><u+fd><u+fd>",1,2
"rt we lose another hour of sunlight this sunday for people w the winter blues take your vitamin d wake up earlier mo…",1,2
"my dad in louisiana was able to vote early in person what state are you?",1,2
"just watched talk about $nndm tell jack theres plenty of room at the table h…",1,2
"rt you cannot pretend like u don’t know about the ongoinggenocide in southern cameroons for over yrs now<u+fd> @…",1,2
"rt what is happening in poland right now ?? please share this",1,2
"im not gonna watch it anymore ill just wait for martinsville",1,2
"rt just when you thought couldnt get any more bizarre trump expands his closing argument to include picking a figh…",1,2
"this years game should be in dfw then too so what if % of the fans can be let in changing the…",1,2
"when i still lived in michigan there was a “pro life” group always picketing across the street from…",1,2
"president obama is right—trump is jealous of covid ’s media coverage what a whinerbigbabytrump",1,2
"tacos and wine <u+f>",0,2
"rt they his handlers ripped sleepy joe off the stage yesterday when he got lost in a “mental fog” a disaster very lit…",1,2
"rt org the methods by which the united states has pursued middle eastern regime change have been highly varied ranging from diplomat…",1,2
"boy please those bums aint even as good as the mcu avengers",1,2
"rt noooo girl intimidates me sorry if you thought u did or sum<u+f><u+fd> couldnt even care about someone like that even if i wanted t…",1,2
"rt for my gang i want nun but the best",1,2
"rt days it took the gop to confirm amy coney barrett days it took them to pass a $ tax cut for the super ri…",1,2
"rt the irony of me being a vampire on halloween when i’m supposed to start my period that night <u+fcd><u+fff><u+d><u+><u+fef>",1,2
"love me some cucci",0,2
"with religion you can only try your best the values become a crutch at some point",0,2
"those toenails are brutal i had several surgeries when i was around your age <u+f> sorry to hear you’…",1,2
"just vibes that’s all i fw",0,2
"i got you em it was all your idea",1,2
"trump supporters clearly don’t know how an old fashioned dance battle works",1,2
"rt animall "" humana little help here please""",1,2
"is giannis child sick? why he always put a crown on the eyes?",0,2
"fantastic <u+fa>",1,2
"rt que things currently in danger same sex marriage legal access to safe abortion preexisting conditions being covered by i…",1,2
"ik ik <u+fd><u+fd><u+fd> sometimes theyre so close to getting it perfect",1,2
"rt you’re a bit wet frobisher",1,2
"rt when i use <u+fd> this what i mean",1,2
"gm everyone ""dear army"" was yoongis idea <u+fa>",0,2
"its fields corner what you expected",1,2
"does he have any wi fi at the track? because thats easily as valuable as ""friends""",1,2
"i been in these streets for a lil hot second went through my silent hoe phase late in life i preferred it that…",0,2
"rt when said “hoes got jokes but never wanna stand up” i felt that",1,2
"tooomaaaaa",0,2
"@tyedied the legends in my replies <u+f>",1,2
"rt i like mine a little obsessed with me",1,2
"rt good morningor night sessrin nation i hope you are all good today i bring you sesshomaru doing this because yes tomorr…",1,2
"rt who color is oxygen<u+f>",1,2
"rt this bay area air quality is ghetto",1,2
"rt let sasha obama be a young girl she deserves it",1,2
"rt x awp asiimov giveaway $ to enter retweet and follow like this video must show pro…",1,2
"this thread got me cackling",1,2
" this thread gives me hope for the us i’m really hoping that all of the early voters were all voti…",1,2
"penn growing up catholic they didn’t even shame from the pulpit it was like don’t ask don’t tell but for…",1,2
"ah o edit ficou perfeito im voting for bts for favorite social artist at the amas",1,2
"isn’t is not",0,2
"democrats accuse kushner of casual racism over comments about black americans",0,2
"rt new video americaneedsmichigan sound up narrated by two time emmy winner daniels we need you to help u…",1,2
"rt any finger that retweets this will receive good news this week",1,2
"gh case close laaa <u+f><u+f><u+f>",1,2
"now list the bad stuff she’s voted for",1,2
"block",0,2
"aye but the tanner issue? why did hibs pick a smug hun to front hibs tv?",1,2
"rt hours is almost up last chance to enter this weeks giveaway",1,2
"can i believe this is an inverted video<u+fff>",1,2
"rt this choreography always scares the shit out of me",1,2
"yess<u+f><u+a><u+fef><u+f>",1,2
"rt my kids not eating till they recite a thugger song word for word",1,2
"i got hit do i do it ??",1,2
"good blockchain proyect",0,2
"twt im voting for exo for favorite social artis…",1,2
"do with them? they are americans they have a right to support him just as the pro biden dems have a righ…",1,2
"gammas story in sonic adventure is about how gamma used the chaos emeralds to transform into himself leading to the creation of sonic ",0,2
"what paradox games do to a mf",0,2
"rt no one me in electrical",1,2
"uhmm that went well",0,2
"uh wut? psshare",0,2
"rt a beautiful sunset at el tunco <u+ff><u+ffb>",1,2
"rt its not only mustangs that end up in kill pens about % of us horses sent to slaughter are thoroughbreds many byp…",1,2
"you lost and it shows",0,2
"rt million$ contract just for jensen to choke during worlds not learn the meta champs and save his flash ekko ult zhonya f…",1,2
"jjk he was always winning on the preliminary voting till that last one <u+f>",1,2
"rt the cutest sequence",1,2
"rt can’t believe its been yearsforever in our thoughts <u+f>",1,2
"can we talk about atticus finch",0,2
"rt week review is live and not gonna lie we kinda nailed last week haha all the games reviewed except for one team that…",1,2
"rt breaking barcelona president josep bartomeu is resigning per multiple reports",1,2
"someone pls give me and julie virtual hugs",0,2
"rt hurt people hurt people but healed people heal people <u+><u+fef>",1,2
"rt did you miss superm performing on with ? <u+fffc> <u+f> rewatch it here one …",1,2
"rt months into the virus and there is still no comprehensive plan against covid yet it took days to confirm a new suprem…",1,2
"rt this is starting to get eerie the last two months have perfectly tracked returns since the halving compared to the last c…",1,2
"you win",1,2
"rt the great thing about democrat criminals is that they always manage to incriminate themselves on video or audio listen…",1,2
"rt twt yellow world",1,2
"unrelated <u+f>",1,2
"rt rest in peace to who i used to be <u+fe><u+ffd>",1,2
"amen",1,2
"rt aces are a long neglected ignored and dismissed even community within our communities let’s support individuals and popu…",1,2
"rt kim kardashian is the reality show trash from the reality show culture that helped foist a narcissistic lying buffoon like…",1,2
"we can do whatever",1,2
"rt ayo taehyung is the only asian male artist nominated for bousnid awards?? let’s win i vote for taehyung from …",1,2
"rt <u+fa><u+fa><u+fa>holy shit biden is compromised audio evidence of hunter biden admitting to being in a partnership with the “spy c…",1,2
"jam awwwl lion is so mature he makes sure his bunny knows that its okay to be different people<u+fa><u+fa><u+fa><u+>",1,2
"tatum you know so much <u+f><u+f><u+f>",1,2
"izzz have you thought of an airbnb?",1,2
"rt i just want someone to care for me like this",1,2
"lets be honest i couldnt think of anyone more deserving than this guy love you dude",1,2
"rt “life doesn’t come with an instruction book — that’s why we have fathers” —h jackson browne",1,2
"rt this is so ridiculous and yet i am laughing out loud",1,2
"rt reprehensible behavior transportation officials in new york state share video of dot worker intentionally struck while directin…",1,2
"cc how about at least…",1,2
"rt i’ve been a loyal customer for years but that ends now mcdonald’s azerbaijan has endorsed aliyev’s genocidal…",1,2
"rt joe benigno is officially retiring from wfan",1,2
"rt kenobi i initially saw this like “aww that’s cute” and was about to start scrolling but something in my spirit told me…",1,2
"rt blinks the other one is catching up cast your votes in the poll to hear prettysavage by",1,2
" mom gotta make him uncomfortable then he’ll gtfo",1,2
"im good anything wrong",1,2
"you guys this was supposed to be fun and funny truce please",1,2
"rt update facebook admits it approved hundreds of trump ads this week that violate its pre election rules and has taken them d…",1,2
"congrats",1,2
"rainbow road",1,2
"my husband told me about this today very excited about this",1,2
"@shanzii mi tun eedz <u+f> like me never see sunset before",1,2
"rt mood board",1,2
"rt cultivate your creative powers make a game of putting what you know into new combinations constantly generate new ideas…",1,2
"he’s so cool and epic",0,2
"rt i cannot believe were going to be getting an anime version of this????????",1,2
"the true cost of marijuana a colorado town that went all in via",1,2
"this mirror was just begging for a selfie",0,2
"ha come to the dark side",1,2
"irish",0,2
"rt not y’all partying with the ghost of jeffery epstein",1,2
"i’m so sorry this is happening to you",1,2
"goddess goddess goddess <u+>",1,2
"chancellery",1,2
"you all",0,2
"next step is to view the police video thats coming out",0,2
"to the newest scj fuck you bitch",0,2
"imma be single for eva<u+fe><u+fff><u+faf>",0,2
"rt all the other parties are sliding to the left and even the totalitarian far left someone has to say no we’re not goi…",1,2
"rt jimin “why do people like us?” probably because we work hard but who doesn’t work hard? others make good music and do th…",1,2
"ftw thighs i love thighs",1,2
"halls preto",1,2
"me when u flirt with sarah <u+f>",1,2
"rt it can fascinates me how little we know about native american culture being that you know we live on their land",1,2
"happy birthday winwin<u+fa> happywinwinday winwin <u+f><u+f><u+f> standbywinwinforever ourbravewinwin <u+><u+d><u+><u+f><u+e><u+feb><u+e> <u+cb><u+bac><u+c><u+d><u+cb><u+c><u+c><u+c><u+cdd><u+cc><u+cd><u+d><u+d>",1,2
"beyak was once deemed too intolerant for anti racism training shes been suspended twice but will continue to keep…",0,2
"in the mean time this",1,2
"“ ah i’m practically an ’s baby ‘ “ small chuckle “ but uh all of teenage years were ’s ’s “",1,2
"can we just get a twerk video already i want my cake and eat it to",1,2
"rt back",1,2
"every other house in hagerstown has trump everywhere",0,2
"oh yeah thats defo what happened theres too much cringe kh drama to keep track of details",1,2
"yeah i’ve learned some peoples definition of loyalty is different from yours",0,2
"rt joe biden is a corrupt politician he wants to send your jobs to china while his family rakes in millions from the ch…",1,2
"the ctu team guess they have hrs the clock starts now",1,2
"after covid i rlly want one huhu but shipping fee to my place be vv expensive smh <u+f>",0,2
"michigan make me proud of where i’m from",0,2
"rt algerias president hospitalised office says",1,2
"""smoosh em with a boot""",1,2
"omg need all of em",0,2
"just went live true story check it out smallstreamersc gtaonline nbak",1,2
"just explained the electoral college to my partner and i started with the connecticut compromise because i’m a fucking nerd",0,2
"right people are just taking advantage of people for what they don’t know but the hood healer…",1,2
"rt last scene where sejeong’s ost will be used<u+fa><u+><u+fef> thank you sejeong for making me watch the drama it was really good also…",1,2
"fuck mountaineer needed that to start moving before he was feet from the wire",1,2
"umay",0,2
"rt as we prepare candidates for an online interview experience and with nearly all interviews online now we have put together…",1,2
"rt ncole you really gotta be mentally strong because people will literally try to project their insecurities onto you just miserabl…",1,2
"u need sum bitches",0,2
"gm izi hv a nice day ily ",1,2
"do you have nothing better to do with your time instead of replying to this with a worthless opinion",1,2
"rt like this cant even be a coincidence anymore lol theres some higher sht going on in this universe and one of them is th…",1,2
"rt what happens to the media when trump wins?",1,2
"wow lucky",1,2
"rt i hope americans realize how dangerously brazen it is that dems are openly calling to pack expand the court they are l…",1,2
"rt americas history is the story of ""we the people"" of all of us — together",1,2
"@kamiwaffle thank you &lt<u+fc>",1,2
"conqueror he really didn’t denounce anything and he never even really said there was enoug…",1,2
"rt the marshall mathers lp explained a thread",1,2
"rt months into the virus and there is still no comprehensive plan against covid yet it took days to confirm a new suprem…",1,2
"i still don’t have the voice feature whats the problem",1,2
"blc vish",1,2
"jeremy many probably is a state of mind",1,2
"shes curled up on one of the fuzzy blankets on the bed behind me",1,2
"h todays totals rain mm highest temp °c at lowest temp °c at didcot",0,2
"rt this is interesting he is putting all his eggs in one or two baskets and is willing to lose florida lets take fl pa…",1,2
"rt club …",1,2
"rt the report was never released publicly disturbing details are included in this must read story here the brereton inquir…",1,2
"it’s so gooooddd",1,2
"alright trying my hand at some xmp fun here ballistix max hi rog crossh…",1,2
"rt wolf blitzer asks why the philadelphia officers didn’t choose to “shoot to injure” instead of shooting to kill the answer…",1,2
" i dont know that ive been able to rewatch that episode at all",1,2
"happy birthday for the best boy that has the world whipped for him oh gracious winwin i hope hes having the best…",0,2
"rt @christopherm jeremy conrad presents himself one way here and in other corners of the internet is a vile alt right nut who seems to be…",1,2
"<u+b> blood<u+d> my sassy girl",0,2
"biggest turn off for me is a guy that brags about having a nice car or nice shit me bro i don’t impress easily…",0,2
"rt iconic",1,2
"yes helloo",1,2
"niiice was liest?",1,2
"if you don’t like it move out of the country they won’t hurt you this is america and they have a r…",1,2
"ill hit that",1,2
" purple orange blue",1,2
"pancake",0,2
"did you get in?",1,2
"rt ""the thing is this is not a reality show this is reality and the rest of us have had to live with the consequences right n…",1,2
" tomlinson request tomlinson fridaylivestream",1,2
"rt please help me send this important video to part of what we wanted to accomplish with this…",1,2
"ahhhhh i love the fit you look so good",1,2
"remember how focused on helping canadians and are focused on killing canadians canada…",1,2
"evidence of what? wasting a non renewable resource?",1,2
"ignore this turd",1,2
"just followlike and retweet i will be picking winners via wheel &lt",0,2
"dont care",0,2
"follow us on our social media accounts we post all our updates for our crafts and new products…",1,2
"rt ain’t no way ppl should be without food on this planet ain’t no way",1,2
"knicks what bad contract is charlotte desperate to unload? batum only has one year left",1,2
"don’t drain or stress yourself for someone who wasn’t your assignment",0,2
"tweaking tweaking",0,2
"rt the senate is now on vacation americans are dead americans are unemployed covid patients are filling…",1,2
" voiceblinds im feeling very good about the artists on your team",1,2
"rt i’m begging you as long as you’re an online protester please tweet and retweet endsars",1,2
"the way pete outed ryan as a blink stannie to mark",0,2
"now that it’s getting darker sooner i’m super not ready for this winter season",0,2
"rt were past total turnout with hours to go today harrisvotes voteearly",1,2
"rt trump or biden? <u+f>clare bailey biden <u+f> jim allister trump <u+f> john odowd no trump fan but not our business <u+f> go…",1,2
"espn please tell him of my porch beers invite",1,2
"rt binches always ask ""what are you a r word?"" and not ""how are you r word?""",1,2
"you know when you do nearly hours of clinicals in the span of days but you still beat yourself up because you…",0,2
"there she is in her military green again shes grotesque",0,2
"rt blood and darkness hadesgame",1,2
"rt read the fucking room kim",1,2
"nbalivemobile draft round nba…",1,2
"tommy on his instagram story",0,2
"rt buddy its fond memories what the fuck",1,2
"rt journals ""we cannot blame individual scholars for this and the phrase you don’t know what you don’t know springs to mind""",1,2
"he doesnt eat alone though get yourself on plenty of fish and grab yourself a woman",1,2
"i was going to be one today but now i wont thanks nav",0,2
"rt if u on my twitter page lookin for clues here’s one <u+><u+fef>",1,2
"rt sanarts ""youre not real"" ""i am?"" finalfantasyviiremake ffr",1,2
"he didnt do anything to help black people",1,2
"you cant vote twice ahole",1,2
"stream the hows of us on netflix",0,2
"good luck bub i really hope u get it<u+fa><u+f>",1,2
"it’s so tough being kimmie she has zero understanding of what it is like for those who aren’t wealthy…",1,2
"my vote is right next to ",0,2
"rt i overplayed my part with a lot of mfs",1,2
"rt bighit dear army the weather’s gotten a lot chilly i’m writing this because i wanted to know what army’s thinking and what you…",1,2
"i’m switching to powerade bc i’m tired of engaging in an hours long battle to open every fucking bottle o…",1,2
"isaiah rashad ? we live for weed and money?",1,2
"my drafts are for staring at the ceiling at am time",1,2
"if they’re secret how could he be aware of them?",1,2
"good morning too <u+fc> glad to hear that<u+f>",1,2
"ask about our kiss keepitsimplesenior packages @ vallejos photography",1,2
"$ soon or more? what u thinking",1,2
"liar days donald",1,2
"hellooooo how come your up this late",1,2
"i think it might happen for a special stage but tbh i would want him his feature to branch out with someone else",0,2
"animal crossing new horizons is already better than anything cyberpunk can try to be",0,2
"rt please guys help create awareness hes been taken without committing a crime",1,2
"shadowless casting bottoms im so jealous",1,2
"im kinda done",1,2
"twitter actin up again?",0,2
"this man really showing effort i gotta stop playing with him <u+fd><u+f>",0,2
"rt mino nd full album ‘take’ d poster nd full album ‘take’ <u+> <u+ca><u+bbfc><u+d> winner <u+c><u+b> ndfullalbum take minotake ic…",1,2
"n sunshine warmed cat fur magnolia silk flowers maple syrup and my partners cologne",1,2
"rt breaking pennsylvania democrat governor wolf calls philadelphia riots a peaceful protest police officers were ho…",1,2
"when is aot dropping im bored",0,2
"miss right",0,2
"i think the best time of the day is bedtime because my boys are so cuddly and always want to be held fellingloved",0,2
"rt because i wanted to know the true tea behind some gossip",1,2
"rt the media has suppressed tony bobulinski’s story he is about to share details about his meeting with joe biden for the…",1,2
"rt holy roller",1,2
"rt so it’s impossible to say if is bad or not",1,2
"rt goal = retweets and replies per account using i’m voting for lady gaga for favorite female artist pop rock a…",1,2
"dodgers will clinch today let’s go dodgers",0,2
"rt a little wip can’t stop drawing witches these days <u+><u+f>",1,2
"where ever you are and where ever you go mate ""you just keep being you"" <u+f> im still awaiting the jhfanclub t shir…",0,2
"you and loser boy going to put together a propaganda hour where you two can talk about how its obamas fault? lol",1,2
"rt diilacay the only way the qaldaans can stay relevant is by arresting innocent semi famous somalis <u+fd>",1,2
"i was thinking international healthy protein",1,2
"rt mag open po ako non profit ph go for this w pcs glitter pc freebies huhu fighting engenes~",1,2
"rt $tdoc strong on day highs here",1,2
"i went to bed at pm and its am and i still cant fcking sleep",0,2
"biden lap top when are you going to your job and investigate that sad",1,2
"rt let’s gooooooo",1,2
"rt <u+cec><u+c><u+cec><u+adc> gfriend <u+de>walpurgis night concept photo &ltmy room &gt <u+de>walpurgisnight <u+fa> pm kst",1,2
"rt ""we cant even let this get in a court situation we have got to vote"" on thereidout",1,2
"rt ive come to believe that many people particularly intellectuals focus too much on compatibility as the foundation of r…",1,2
"when you find out they discontinued vanilla coke zero",0,2
"onlyfans and prostitution is immoral yet people do it dont bring up the immorality argument…",1,2
"a successful medical doctor",0,2
"rt nobody agbo sellers",1,2
"rt from mum just to let you know that i have made the decision to not do any other services this week i am ok no need t…",1,2
"rt pls join the <u+fef><u+e><u+fef><u+e><u+fef><u+e>+ cosponsors for hr urge to markup revi…",1,2
"rt thank you michigan—leaving the white house shortly see you soon",1,2
"a library ]",0,2
"rt ""what i fear is that this will become my new normal that even when the pandemic is finally over i will never be the same""",1,2
"rt i’m doubling down",1,2
"rt <u+fe><u+fef> wevotewewin + hospitality casino hotel workers are knocking on doors in nv to gotv early vote now lets make…",1,2
"rt it’s one week to electionday what is your number one voting issue?",1,2
"it’s like a champion specific achievement everyone gets like generic ones kill assist structure etc…",1,2
"i love it <u+f><u+f><u+f><u+f>",1,2
" actually",1,2
"rt here is a map of evacuation zones for the blue ridge fire which has burned at least acres",1,2
"rt according to the mavs are willing to trade anyone on their roster except for luka and porzingis “in order to…",1,2
"wait the interview is oht already",1,2
"rt tw <u+eb> <u+b><u+b><u+a> <u+fc> <u+ea> <u+da><u+df> <u+de><u+da> <u+d><u+d><u+d><u+d><u+dd><u+dd><u+d><u+dd> <u+d><u+d><u+d><u+dd><u+d> <u+da><u+d><u+d> <u+d><u+d><u+d> <u+d><u+d><u+d> <u+de><u+d><u+d><u+d> <u+da><u+de><u+d><u+d><u+d><u+d><u+d><u+df><u+d>",1,2
"rt who’s ready for joe biden’s campaign to go up in flames on tucker carlson tonight? <u+fb><u+ffb><u+d><u+><u+fef>",1,2
"i need to dedicate my weekends to sleeping",0,2
"i’ve gotten to the point on twitter that i have to believe that the majority of my feed is kidding i can’t even te…",0,2
"rt nc couldnt they atleast send peoples cv back?",1,2
"rt everyone needs to watch tonight pass it on",1,2
"punk im so glad its not just me <u+f>",1,2
" risky<u+fc>risky<u+f><u+ffb>wiggy<u+fa><u+fff>wiggy<u+fa> this<u+fc>is<u+fa>an<u+fe>emergency<u+a><u+fef>help<u+fff>me<u+f>help<u+><u+fef>me<u+f>somebody<u+fcb><u+ffb><u+d><u+><u+fef>stop<u+c>me <u+fd>cuz<u+f>i<u+fb>know<u+fb>i…",1,2
"yes thank you",1,2
"tbh i hate tik tok stans wtf",0,2
"rt im phil ehr and in one week im going to beat matt gaetz and restore honor to our district",1,2
"how much to get in",1,2
"the scars on my mind are on replay",0,2
"rt they owned slaves jacob",1,2
"rt when lil durk said “family never know what i’m doing unless my mama tell em” i felt dat <u+fd>",1,2
"rt day i went outside to have a coffee with a friend n this was my makeup b my mask ruined it dhdh",1,2
"omg waut i literally need that but sunghoon genius",1,2
"so now she knows how it feels to be mitch mcconnell trump jr and hope hicks",1,2
"now you know how the brits feel they cant even ask questions nor be featured on the show",1,2
"pareo hypes up everything chuchu does because knows that she needs the support + encouragement loves seeing how ha…",0,2
"not a single clue what a moron",1,2
"when was the last time nascar raced on a wednesday? did it happen this year? <u+f>",1,2
"new vid pls watch <u+f><u+ffc><u+><u+fef><u+f><u+ffc>",0,2
"rt twt our vote for bts twt for favorite duo or group pop rock at the amas",1,2
"im not sure she understands fascism maybe she needs a top up course from farage when he gets his head…",1,2
"rt if you dont see anything weird or wrong in what is being said then you are just being wilfully blind and complicit eit…",1,2
"i’d lose my shit and definitely screaming “they got roaches” as i’m running out",0,2
"dont think she is bragging lol",1,2
"we’re so glad you could join us",1,2
"rt have a good day",1,2
"what a shit comparison",1,2
"i think that one has been doing pickle shots in the barn",1,2
"rt taylor really created in years ago in and it’s been the standard ever since legendary behavior",1,2
"really living for this girl boss concept",1,2
"rt joe buy den doesn’t have to campaign the mainstream media will do it for him we the people must break the myth that th…",1,2
"halloween candy canada",0,2
"rt being an imposter in among us is a different type of anxiety id rather leave the game <u+fd>",1,2
"stay in canada",1,2
"rt defence designed their own investigation into themselves and the defence minister put her own mate of years in charge…",1,2
"no it was a shitty spongebob game",1,2
"rt are you one of the many people who have seen loved ones beyond the grave? these spectres are sometimes called ghosts s…",1,2
"this resonated with me so hard to that i finally bought the book ""you can go out when you clean y…",1,2
"rt damn vicki go off",1,2
"schiff mouth is moving again lies come out",1,2
"…",1,2
"rt simp ",1,2
"rt we might work in our field we might not we might find a new job if the conditions are right but what youre…",1,2
"rt kakyoin for the soul",1,2
"we will biden harris ",1,2
"rt student activist leader detained in hong kong outside us consulate thwarting understood bid for asylum",1,2
"love them boys like they my mommas kids <u+><u+fef><u+fb><u+fb>",0,2
"it’s true <u+f>",1,2
"go show my boy some love",0,2
"uniquely captured the ark using bold colors organic shapes textures to impart sensation o…",0,2
"rt after weeks of multiple health screens and asking everyone to quarantine i surprised my closest inner circle with a tr…",1,2
"lfd for dreamhack and maybe looking for a trio for contender cups",0,2
"just re read book whale talk after several years such a great book and glimpse into dysfunctional l…",1,2
"awwwwwwwwwwww that’s precious ",1,2
"if you tried to join us on the write in today and ran into technical issues sorry about that shifting time zones…",0,2
"king but its promoted worldwide tho with cardi b shes huge no matter what we…",1,2
"rt lekki toll gate pm this is our own curfew there’s power in numbers stronger together endsars",1,2
"decided this is what i’ll treat myself to next",0,2
"rt psa for anyone whose bf or gf says any of their tinder profiles are old tinder only shows profiles that have been ac…",1,2
"preface to ‘the artist spoke’",0,2
"plz read",0,2
"rt over protected baby snake and the eagle that covets the snake hawksdeku",1,2
"rt international pressure works accountability is the key we can make them accountable for lekkimassacre and mushin and abuja and …",1,2
"hi all welcome to palibchat this chat please use both palibchat and schoollibrariesropen to showcase all the…",0,2
"rt kayla nicole speaks to the celebs engaging in this birkin conversation",1,2
"rt video rutgers football qb v goes over his teams big win against msu his journey to rutgers and much more…",1,2
"rt were in this stage of id say",1,2
"are you just trying to get profile clicks? <u+f> thats the follower count when i click on your page",1,2
"rt h how conservatives complain about their rights being taken away yet they want to ban abortion and gay marriage bc magic…",1,2
"<u+fa>brain full of storylines language center english broke",0,2
"this one came for me",1,2
"not to worry <u+><u+fa><u+> just teasing and would never sway from my loyalty to you and…",1,2
"please peg me ma’am",1,2
" your post was so on vibe",1,2
"tell me who you loyal to",0,2
"i will be looking forward to it",1,2
"if the adele and gaga beyonce and rihanna collaboration is real srsly to other artists leave drop yall albums now before its too late",0,2
"rt cassaro i’m allowed to be an unpaid student on clinical in a hospital but i’m not allowed to have a drive thru graduation…",1,2
"what?",1,2
"is this the secret to success",0,2
"yessir <u+f> lil baby ftw",0,2
"nmwe all came to rush conclusions me thinks theres new detai…",1,2
"rt lesbians who love monster",1,2
" and start all over with knowledge of my mistakes",0,2
"rt tafara williams speaks for the st time since marcellis stinnette the love of her life and father of her baby was fata…",1,2
"its beginning to look alot like halloween<u+f>",0,2
"rt twice on radio star twice will share honest thoughts about continuing team activities chaeyoung ""i hope for a rap unit"" …",1,2
"didnt say salah was dusted<u+f>",1,2
"rt yesterday nancy pelosi referred to herself as a lioness the drunken hag can’t even spell “lying ass” correctly…",1,2
"i would never talk to a nigga that don’t take care of his kids y’all mfs slow ",0,2
"rt dude exposed his girlfriend for cheating on him <u+fd>",1,2
"omggg<u+a><u+fef><u+a><u+fef> i just got to where i wanted to be",0,2
"my mom gosh i love that woman<u+fd><u+><u+fef>",0,2
"cant believe i was just turned away from my polling station trying to vote votethemout absoloutely fuming over this <u+f><u+f><u+f>",0,2
"rt malachite promotes wealth and abundance <u+>",1,2
"go on and it’ll tell you if you can’t watch programmes rapport and aktuellt works without vpn",1,2
"sadly the mother mother sacrificed her life to save her off spring had she escaped perhaps only one of her duckl…",0,2
"rt months into the virus and there is still no comprehensive plan against covid yet it took days to confirm a new suprem…",1,2
"rt daniels if you agree please retweet if you dont retweet it twice",1,2
"rt beto o’rourke who came very close to ousting ted cruz in the senate race is heavily involved in these campaigns…",1,2
"<u+fa>happy birthday winwin<u+fa> happywinwinday winwin <u+f><u+f><u+f> standbywinwinforever ourbravewinwin <u+><u+d><u+><u+f><u+e><u+feb><u+e>…",0,2
"pj harvey and hooverphonic awesome recommendations",1,2
"ayee im from the south im finna do this",0,2
"rt welcome to the club ireland extraditiontreaty hongkong",1,2
"what nerve",0,2
"rt this demon muses about gun violence against biden evilly reminiscent of “russia if you’re listening” and ”stand back and sta…",1,2
"yes i really do",1,2
